Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,251690,ChicagoMltry-CPS,Submitted,3533 S Giles Ave,60653,,,DOUGLAS,K-12 School,"121,900",1999,1,,82,"2,986,479","4,458,700",,,,61.1,115.3,64,118.4,837,6.9,41.830332319999997,-87.618970540000007,"(41.83033232, -87.61897054)"
2017,238554,336 Wellington Association,Submitted,336 W Wellington,60657,,,LAKE VIEW,Multifamily Housing,"135,081",1967,1,,72,"2,286,525","12,279,771",,,,107.8,148.6,116.9,158.1,"1,075",8,41.93693671,-87.63850573,"(41.93693671, -87.63850573)"
2017,251460,GarfieldPark-CPS,Submitted,2651 W Washington Blvd,60612,,,EAST GARFIELD PARK,Office,"77,000",2002,1,,75,"3,338,005",,,,,43.4,136.1,43.4,136.1,617.2,8,41.882915,-87.692789,"(41.882915, -87.692789)"
2017,113652,(IL622) - 233 E Walton Place Building,Submitted,233 E. Walton Place,60611,,,NEAR NORTH SIDE,Multifamily Housing,"70,242",1926,1,,,"719,656","4,637,007",,,,76.3,101.5,83.3,109.2,379.4,5.4,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2017,173724,Arthur J. Schmitt Academic Center,Submitted,2320 N. Kenmore,60614,,,LINCOLN PARK,College/University,"164,408",1967,1,,,"4,622,670","11,570,187",,,,98.5,162.2,107.8,172,"1,469.3",8.9,41.92408465,-87.65537041,"(41.92408465, -87.65537041)"
2017,138605,"Kennedy Plaza BK, L.L.C.",Submitted,3300 W. Belmont Avenue,60618,,,AVONDALE,Strip Mall,"77,385",1977,1,,,"5,286,921","3,077,145",,,,108.1,256.3,108.1,256.3,"1,141",14.7,41.939347,-87.710159,"(41.939347, -87.710159)"
2018,159655,3000 North Sheridan,Submitted,3000 North Sheridan,60657,4.0,false,LAKE VIEW,Multifamily Housing,"223,574",1931,1,"5,082",95,"680,781","16,449,242.4",,,,76.6,85.8,78,87.3,987,4.4,41.9367866,-87.63982583,"(41.9367866, -87.63982583)"
2016,173615,(IL575) - 5 N. Wabash,Submitted,5 N. Wabash,60602,,,LOOP,Multifamily Housing,"170,184",1910,1,,82,"2,843,254.1","5,835,785.4",,,,51,88.5,54.4,91.1,834,4.9,41.88319223,-87.62868858,"(41.88319223, -87.62868858)"
2016,160299,OneEleven,Submitted,111 West Wacker Drive,60601,,,LOOP,Multifamily Housing,"950,000",2014,1,,61,"22,159,981.2","35,165,940.2",,,,60.3,112.1,60.5,112.6,"5,952.4",6.3,41.8877093,-87.62360146,"(41.8877093, -87.62360146)"
2018,164965,S3-Sinai,Not Submitted,2653 W OGDEN AVE,60608,0.0,false,NORTH LAWNDALE,,"108,060",,1,"7,787",,,,,,,,,,,,,41.86174002,-87.69294361,"(41.86174002, -87.69294361)"
2016,101910,Michael A. Bilandic Building,Submitted,160 N. LaSalle St.,60601,,,LOOP,Office,"445,145",1920,1,,80,"18,037,029.6","12,480,415.8",,,,68.6,156.7,71.7,158.4,"3,987.5",9,41.88474397,-87.63249596,"(41.88474397, -87.63249596)"
2018,251634,Calmeca Fine-CPS,Submitted,3456 W 38th Street,60632,2.0,false,BRIGHTON PARK,K-12 School,"108,624",2010,1,629,48,"4,142,284","1,775,161.4",,,,54.5,123.9,53.7,123,783.4,7.2,41.82509374,-87.7114156,"(41.82509374, -87.7114156)"
2016,253964,7150 Cyril Court Apartments,Submitted,7150 S. Cyril Court,60649,,,SOUTH SHORE,Multifamily Housing,"73,354",1929,1,,52,"1,191,238.4","6,896,702.6",,,,110.3,149.7,122.1,162.2,585.9,8,41.76263015,-87.57255287,"(41.76263015, -87.57255287)"
2017,251355,Evers Elemen-CPS,Submitted,9811 S Lowe Ave,60628,,,WASHINGTON HEIGHTS,K-12 School,"52,968",2010,1,,88,"1,089,733","1,771,805",,,,54,99.7,58.6,104.6,295.6,5.6,41.71565288,-87.63896474,"(41.71565288, -87.63896474)"
2016,251639,Kilmer Eleme-CPS,Submitted,6700 N Greenview Ave,60616,,,ROGERS PARK,K-12 School,"106,366",1930,1,,83,"2,603,647.7","2,050,490",,,,43.8,97.1,46.5,100,588.8,5.5,42.00367107,-87.6681389,"(42.00367107, -87.6681389)"
2016,160373,Hubbard Place,Submitted,360 W Hubbard Street,60654,,,NEAR NORTH SIDE,Multifamily Housing,"378,855",2013,1,,39,"14,184,612.1","17,287,076.7",,,,83.1,165.5,87.2,169,"3,532.7",9.3,41.89042593,-87.63864217,"(41.89042593, -87.63864217)"
2018,251866,Chicago Bulls College Prep,Submitted,2040 W Adams,60612,3.0,false,NEAR WEST SIDE,K-12 School,"115,289",1905,1,1,68,"3,087,448.5","4,862,609.7",,,,69,119.3,65.9,116.1,771.9,6.7,41.87909335,-87.67841947,"(41.87909335, -87.67841947)"
2018,120931,10 South State,Submitted,10-20 South State Street,60603,4.0,false,LOOP,Retail Store,"56,109",1970,1,172,65,"2,604,656","340,900.8",,,,52.5,136.4,52.4,136.1,451.4,8,41.88127065,-87.62814571,"(41.88127065, -87.62814571)"
2016,252256,Highlands Tudor Manor,Submitted,7018 S. Creiger,60649,,,SOUTH SHORE,Multifamily Housing,"94,556",1980,1,,89,"1,160,165","3,570,345.8",,,,50,78.2,54.2,82.6,403.5,4.3,41.76756857,-87.58128774,"(41.76756857, -87.58128774)"
2015,251728,Burbank Elem-CPS,Submitted,2035 N Mobile Ave,60639,,,BELMONT CRAGIN,K-12 School,"165,364",1929,1,,56,"4,306,783","6,710,944",,,,66.599999999999994,124.4,69.7,127.7,"1,222",7.4,41.917390310000002,-87.782116759999994,"(41.91739031, -87.78211676)"
2017,174221,025110 - Stony Island Plaza,Submitted,1617-1754 E 95th St,60617,,,SOUTH DEERING,Strip Mall,"189,931",1999,8,,,"19,561,286","67,780",,,,103.3,323.8,105.1,328.9,"3,620.4",19.1,41.7212352,-87.58427361,"(41.7212352, -87.58427361)"
2017,117115,Post Card Place CA,Submitted,1733 W. Irving Park Road,60613,,,LAKE VIEW,Multifamily Housing,"92,640",1980,1,,71,"2,286,559","3,445,000",,,,61.9,116.5,64.9,119.8,605.8,6.5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,251580,Gillespie El-CPS,Submitted,9301 S State St,60619,,,ROSELAND,K-12 School,"91,300",1962,1,,48,"1,757,504.8","7,663,690.5",,,,103.2,148.6,114.4,160.4,731,8,41.72471299,-87.62320762,"(41.72471299, -87.62320762)"
2016,102270,2700 Spaulding LLC,Submitted,"2700-14 N Spaulding, 3300-3312 W. Schubert",60647,,,LOGAN SQUARE,Multifamily Housing,"50,000",1920,1,,97,"156,064.9","4,549,284",,,,94.1,105.3,,,270.4,5.4,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2018,251657,Locke Elemen-CPS,Submitted,2845 N Newcastle Ave,60634,1.5,false,MONTCLARE,K-12 School,"112,000",1927,1,758,37,"3,564,584.6","6,982,798",,,,94.2,154.6,93,153.4,963.9,8.6,41.9321161,-87.79631882,"(41.9321161, -87.79631882)"
2017,150324,201 W Grand Ave,Submitted,201 W Grand Ave/516 N. Wells,60654,,,NEAR NORTH SIDE,Multifamily Housing,"96,000",2003,1,,76,"2,634,808","4,207,541",,,,71.3,132.2,75.7,137.3,710.6,7.4,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2015,252030,"Tremont Chicago Hotel, Magnificent Mile",Submitted,100 East Chestnut,60611,,,NEAR NORTH SIDE,Hotel,"95,526",1990,1,,17,"5,041,104","11,784,200",,,,176.1,295.2,179.3,297.3,"1,639",17.2,41.898575549999997,-87.62561977,"(41.89857555, -87.62561977)"
2015,251754,Phillip Murr-CPS,Submitted,5335 S KENWOOD AVE,60615,,,HYDE PARK,K-12 School,"73,984",1959,1,,49,"3,260,630","2,126,229",,,,72.8,168.6,75.2,171.1,768,10.4,41.798677990000002,-87.592802280000001,"(41.79867799, -87.59280228)"
2017,252078,Acero Schools - Soccer Academy High School,Submitted,5025 S. St. Louis,60632,,,GAGE PARK,K-12 School,"77,088",2013,1,,60,"3,791,421","2,858,009",,,,86.3,193.4,89.9,196.5,852.8,11.1,41.80806486,-87.71097656,"(41.80806486, -87.71097656)"
2018,109276,5337 5353 N DELPHIA AVE,Not Submitted,5337 5353 N DELPHIA AVE,60656,0.0,false,OHARE,,"67,079",,1,"3,538",,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2017,240557,Fullerton Parkway Condominium Association: 345 West Fullerton Parkway Condomi...,Submitted,345 West Fullerton Parkway,60614,,,LINCOLN PARK,Multifamily Housing,"332,776",1972,1,,33,"8,752,227","18,397,133",,,,81.6,140.6,88.1,149.3,"2,595.4",7.8,41.92528034,-87.63858237,"(41.92528034, -87.63858237)"
2018,104238,3510 N. Pine Grove Ave.,Submitted,3510 N. Pine Grove Ave.,60657,2.0,false,LAKE VIEW,Multifamily Housing,"71,310",1970,1,"4,732",49,"1,205,415.2","5,271,793.3",,,,90.8,125,92,126,480.5,6.7,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2017,160130,111 W. Illinois,Submitted,111 W. Illinois St.,60654,,,NEAR NORTH SIDE,Office,"247,952",2008,1,,94,"9,918,298","1,671,434",,,,46.7,132.7,48.6,137.9,"1,922.6",7.8,41.89059211,-87.63170069,"(41.89059211, -87.63170069)"
2017,255147,American Red Cross Greater Chicago,Submitted,2200 W Harrison St,60612,,,Near West Side,Office,"62,298",2003,1,,43,"4,785,989",,,,,76.8,241.2,78.3,245.8,884.9,14.2,41.8776449,-87.6741299,"(41.8776449, -87.6741299)"
2018,103745,900 North Michigan,Submitted,900 North Michigan,60611,,true,NEAR NORTH SIDE,Mixed Use Property,"2,136,748",1989,1,"71,504",,"151,334,176.1","44,920,241.7",,,,91.8,220.4,91.2,218.5,"27,562.5",12.9,41.89920885,-87.62650606,"(41.89920885, -87.62650606)"
2017,175711,2339 N. Geneva,Submitted,2339 N. Geneva Terrace,60614,,,LINCOLN PARK,Multifamily Housing,"64,979",1933,1,,69,"661,755","5,330,479",,,,92.2,118.1,100.5,127,405.5,6.2,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,102532,Advocate Trinity Hospital,Submitted,2320 E. 93rd. Street,60617,,,CALUMET HEIGHTS,Hospital (General Medical & Surgical),"367,669",1960,1,,61,"30,910,656","53,616,733",,,,229.9,417.1,239.8,424.8,"8,563.1",23.3,41.72673518,-87.56695195,"(41.72673518, -87.56695195)"
2015,238799,Sixty Thirty Condominium Association,Submitted,6030 N. Sheridan Rd,60660,,,EDGEWATER,Multifamily Housing,"295,000",1950,1,,95,"5,252,003","10,938,455",,,,54.9,94.8,56,96,"1,636",5.5,41.991620810000001,-87.655895169999994,"(41.99162081, -87.65589517)"
2018,175334,41-51 N Central Ave,Submitted,41-51 N Central Ave,60644,1.5,false,AUSTIN,Multifamily Housing,"55,000",1910,1,"3,603",32,"1,095,501.1","5,153,456.5",,,,113.6,154.2,114.4,153.8,456,8.3,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2017,242655,(IL346) - Ten East Delaware,Submitted,10 E Delaware,60610,,,NEAR NORTH SIDE,Multifamily Housing,"370,542",2009,1,,34,"12,419,206","13,184,818",,,,69.1,142.6,74,151.7,"2,996.6",8.1,41.89939252,-87.62790258,"(41.89939252, -87.62790258)"
2017,253982,AMLI Lofts Polk,Submitted,111 W. Polk St.,60605,,,Loop,Multifamily Housing,"201,430",2014,1,,75,"5,633,761","5,119,250",,,,53.4,114.5,55.6,117.6,"1,313.6",6.5,41.8684207,-87.62414,"(41.8684207, -87.62414)"
2017,251996,Prairie Pointe at Central Station Condominiums,Submitted,1600 S. Prairie Ave.,60616,,,NEAR SOUTH SIDE,Multifamily Housing,"358,000",2006,1,,97,"7,531,246",,,,,21,66.1,20.7,65,"1,392.5",3.9,41.85994896,-87.62127871,"(41.85994896, -87.62127871)"
2016,254309,Old Town Midrise Condominium Association,Submitted,343 Old Town Court,60610,,,Near North Side,Multifamily Housing,"90,500",2002,1,,96,"2,284,460.9","2,766,934.6",,,,55.8,111.4,57.9,113.3,568,6.3,41.8842525,-87.63245,"(41.8842525, -87.63245)"
2018,173487,Catherine Courts Condo Association,Not Submitted,5306 5310 N CHESTER AVE,60656,0.0,false,OHARE,,"101,710",,1,"6,228",,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2018,159123,(IL500) - 1516 N State Pkwy Condo,Submitted,1516 N. State Pkwy.,60616,4.0,false,NEAR NORTH SIDE,Multifamily Housing,"144,000",1972,1,"2,681",88,"3,093,588.7","5,599,190",,,,60.4,101,59.5,99,812.1,5.6,41.90998274,-87.62925728,"(41.90998274, -87.62925728)"
2018,251392,Canty Elemen-CPS,Submitted,3740 N Panama Ave,60634,2.0,false,DUNNING,K-12 School,"78,615",1936,1,283,45,"2,047,531","4,396,882.6",,,,82,131.7,78.9,128.4,574.2,7.3,41.94793297,-87.82972259,"(41.94793297, -87.82972259)"
2017,251622,Galileo Scho-CPS,Submitted,820 S Carpenter St,60607,,,NEAR WEST SIDE,K-12 School,"102,703",1894,1,,27,"2,343,215","8,406,779",,,,104.7,157.6,114.9,168.3,879.8,8.6,41.8708445,-87.65374321,"(41.8708445, -87.65374321)"
2018,172640,232-Senior Suites of Washington Heights,Submitted,848 W. 103rd Street,60643,1.5,false,WASHINGTON HEIGHTS,Senior Care Community,"65,505",2001,1,"5,337",33,"1,908,655.7","5,085,100.5",,,,106.8,163.1,107.7,163.1,587.6,9,41.6981819,-87.66236671,"(41.6981819, -87.66236671)"
2014,101971,Corboy Law Center,Submitted,25 E. Pearson St.,60611,,,NEAR NORTH SIDE,College/University,"306,560",2004,1,,,"23,270,864","8,299,049",,,,103,267,96,253,"5,116",16.69,41.897139,-87.62708914,"(41.897139, -87.62708914)"
2017,175218,Renaissance Place at Hyde Park Condominium Association North,Submitted,5200 S Ellis,60615,,,HYDE PARK,Multifamily Housing,"163,832",1947,1,,87,"3,071,165","6,141,328",,,,56.2,98.2,60.1,102.6,894,5.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2015,251227,372 West Ontario Street,Submitted,372 West Ontario Street,60611,,,NEAR NORTH SIDE,Office,"50,078",1910,1,,78,"2,016,321","1,616,465",,,,72.5,160.30000000000001,75,162.30000000000001,491,9.8000000000000007,41.893157860000002,-87.638530579999994,"(41.89315786, -87.63853058)"
2018,252107,dba/Harris Theater for Music and Dance,Submitted,205 E Randolph Street,60601,3.0,false,LOOP,Performing Arts,"140,160",2003,1,627,,"5,346,764.4",,,"1,650,900",,49.9,117.5,49.8,117.5,976.5,7,41.88401355,-87.62179601,"(41.88401355, -87.62179601)"
2017,175411,"7350 S. Phillips, LLC",Submitted,7350 S. Phillips,60649,,,SOUTH SHORE,Multifamily Housing,"109,956",2000,1,,100,"1,253,405",,,,,11.4,35.8,11.4,35.8,231.7,2.1,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2016,119323,#1976 Lincoln Park,Submitted,2647 2679 N Halsted St,60614,,,LINCOLN PARK,Retail Store,"80,069",2003,1,,26,"6,849,429.6","929,546.1",,,,97.2,280.8,96.4,274.3,"1,311.9",16.4,41.93099766,-87.64894109,"(41.93099766, -87.64894109)"
2018,160347,Dwight Lofts LLC,Not Submitted,642 S Clark St,60605,0.0,false,LOOP,,"201,760",,1,"11,333",,,,,,,,,,,,,41.87384,-87.630698,"(41.87384, -87.630698)"
2018,255944,Aloft Chicago Mag Mile (Marriott),Exempt,243 E Ontario St,60611,,true,NEAR NORTH SIDE,,"190,742",,1,"1,759",,,,,,,,,,,,,41.89524,-87.6232,"(41.89524, -87.6232)"
2018,251473,Onahan Eleme-CPS,Submitted,6634 W Raven St,60631,1.0,false,NORWOOD PARK,K-12 School,"90,969",1928,1,"1,918",25,"2,109,697.3","6,747,715.2",,,,97.4,142.8,94.5,139.8,709.4,7.8,41.99414851,-87.79250937,"(41.99414851, -87.79250937)"
2018,172786,The Woodlands of Bronzeville Condominium Association,Not Submitted,619 645 E WOODLAND PARK,60616,0.0,false,DOUGLAS,,"101,941",,1,,,,,,,,,,,,,,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2018,102987,2019 - 4048 S. Lake Park,Submitted,4048 S. Lake Park,60653,4.0,false,OAKLAND,Multifamily Housing,"55,828",1972,1,"5,316",100,"521,924.1",,,,,9.3,26.2,9.3,26.2,86.8,1.6,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,254155,247-Senior Suites of Norwood Park,Submitted,5700 N. Harlem Ave,60631,,,Norwood Park,Senior Care Community,"93,678",2015,1,,48,"2,960,947","3,007,500",,,,63.7,133,68,139.4,707.2,7.5,41.9999251,-87.81741,"(41.9999251, -87.81741)"
2017,252033,Erie Elementary Charter School,Submitted,1405 N. Washtenaw,60622,,,WEST TOWN,K-12 School,"58,856",2013,1,,80,"1,441,675","2,471,634",,,,66.5,121,69.8,124.5,397.8,6.8,41.90674161,-87.69410607,"(41.90674161, -87.69410607)"
2015,121043,209 W. Jackson,Submitted,209 W. Jackson,60606,,,LOOP,Office,"164,000",1897,1,,59,"9,079,004","4,974,809",,,,85.7,205.7,87.8,206.8,"2,088",12.7,41.878093509999999,-87.634159879999999,"(41.87809351, -87.63415988)"
2016,131155,217 N. Jefferson,Submitted,217 N. Jefferson,60661,,,NEAR WEST SIDE,Office,"58,044",1938,1,,3,"8,500,366.8","912,266.9",,,,162.2,476.3,162.2,476.3,"1,615.3",27.8,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
2018,117179,2019 - 3318 N Lake Shore,Submitted,3318 N. Lake Shore`,60657,4.0,false,LAKE VIEW,Multifamily Housing,"116,213",1901,1,"5,123",100,"175,785.7",,,,,1.5,4.2,1.5,4.2,29.2,0.3,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2015,250155,NMH 211 East Ontario,Submitted,211 East Ontario,60611,,,NEAR NORTH SIDE,Office,"188,172",1983,1,,58,"13,269,159",,,,,70.5,221.4,72.099999999999994,226.5,"2,666",14.2,41.893112879999997,-87.622020430000006,"(41.89311288, -87.62202043)"
2017,237359,Edgewater Beach Apartments,Submitted,5555 N Sheridan Road,60640,,,EDGEWATER,Multifamily Housing,"613,400",1927,1,,,"7,560,733","40,912,900",,,,79,108.7,85.5,115.5,"3,571",5.8,41.98320653,-87.6546195,"(41.98320653, -87.6546195)"
2016,260037,5222 S Drexel,Submitted,5222 S Drexel Avenue,60615,,,HYDE PARK,Multifamily Housing,"90,479",1925,1,,88,"1,321,279.9","4,187,781.1",,,,60.9,94.5,62,97.9,466,5.2,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,104288,EFA LLC,Submitted,452 Aldine Ave,60657,3.5,false,LAKE VIEW,Multifamily Housing,"89,000",1966,1,"3,913",80,"1,249,784.9","5,321,226",,,,73.8,102.1,73.7,101.9,490.6,5.5,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,251330,McGowan North,Submitted,2325 N. Clifton,60614,,,LINCOLN PARK,College/University,"56,025",1998,1,,,"10,071,439.2","21,696,216.1",,,,567,971.1,592.6,984.4,"3,008.8",53.7,41.92422089,-87.65659192,"(41.92422089, -87.65659192)"
2018,158646,Lincoln Park 2550 Condominium Association,Submitted,2550 N Lakeview Avenue,60614,4.0,false,LINCOLN PARK,Multifamily Housing,"993,624",2012,1,"10,143",95,"21,140,847.5","23,425,900.2",,,,44.9,84.3,44.5,84,"4,761.3",4.8,41.92909901,-87.63926719,"(41.92909901, -87.63926719)"
2018,255955,Landmark West Loop,Submitted,1035 W Van Buren Street,60607,2.5,false,NEAR WEST SIDE,Multifamily Housing,"250,817",2017,1,"7,314",55,"10,074,472.5","6,031,367.7",,,,64.2,137.7,63.5,135.8,"1,996.4",8,41.88,-87.6548399,"(41.88, -87.6548399)"
2015,120218,Walmart Supercenter #5402,Submitted,4650 W. North Avenue,60639,,,AUSTIN,Wholesale Club/Supercenter,"141,676",2010,1,,39,"11,382,596","8,742,048",,,,142,317.10000000000002,146,320.7,"2,751",19.399999999999999,41.909706,-87.742662999999993,"(41.909706, -87.742663)"
2015,103641,33 North LaSalle Street,Submitted,33 North LaSalle Street,60602,,,LOOP,Office,"477,171",1929,1,,79,"14,408,770","23,032,127",,"1,295,292",,81.2,148.19999999999999,85.1,152.5,"4,187",8.8000000000000007,41.882864779999998,-87.632053330000005,"(41.88286478, -87.63205333)"
2016,161145,624 S Michigan,Submitted,624 S Michigan,606051996,,,LOOP,College/University,"161,155",1960,1,,,"5,468,808.2","4,706,973.4",,,,63.1,137.2,67.3,140.6,"1,258",7.8,41.87359779,-87.62479014,"(41.87359779, -87.62479014)"
2018,137144,Union Health Service,Not Submitted,1634 W Polk,60612,0.0,false,NEAR WEST SIDE,Medical Office,"51,000",1964,1,"1,658",,"3,915,877.3",,,,,,,,,,,41.8720205,-87.66788149,"(41.8720205, -87.66788149)"
2016,251227,372 West Ontario Street,Submitted,372 West Ontario Street,60611,,,NEAR NORTH SIDE,Office,"50,078",1910,1,,79,"2,074,554","1,766,229",,,,76.7,167.1,80,168.4,476.2,9.5,41.89315786,-87.63853058,"(41.89315786, -87.63853058)"
2017,251551,Murphy Eleme-CPS,Submitted,3539 W Grace St,60618,,,IRVING PARK,K-12 School,"85,287",1924,1,,87,"1,661,138","3,215,083",,,,57.2,100.7,64.9,108.9,477.9,5.6,41.94963501,-87.71708956,"(41.94963501, -87.71708956)"
2018,237722,(IL527) - The Darien,Submitted,3100 N. Lake Shore Drive,60657,4.0,false,LAKE VIEW,Multifamily Housing,"350,000",1951,1,"8,133",90,"3,011,649.6","19,877,825",,,,65.4,83.7,66.4,84.8,"1,556.8",4.4,41.93804047,-87.63807513,"(41.93804047, -87.63807513)"
2016,251340,Marriott Chicago at Medical District/UIC,Submitted,625 S Ashland Avenue,60607-3101,,,NEAR WEST SIDE,Hotel,"72,000",1988,1,,17,"6,220,144.2","7,038,255",,,,184.1,373.9,189.2,376.3,"1,520.3",21.1,41.89307857,-87.6667873,"(41.89307857, -87.6667873)"
2016,231019,Aqua,Submitted,225 N Columbus Drive,60601,,,LOOP,Multifamily Housing,"1,295,101",2009,1,,41,"53,406,500.6","68,896,303.7",,,,94.4,185.3,99.6,190.8,"13,503.4",10.4,41.88656117,-87.62004511,"(41.88656117, -87.62004511)"
2017,251749,Webster-CPS,Submitted,4055 W ARTHINGTON ST,60624,,,WEST GARFIELD PARK,K-12 School,"60,295",1962,1,,26,"1,236,879","4,205,985",,,,90.3,137.7,99.1,147,452.1,7.5,41.86972139,-87.72684225,"(41.86972139, -87.72684225)"
2018,251724,Mather High-CPS,Submitted,5835 N Lincoln Ave,60659,2.0,false,WEST RIDGE,K-12 School,"185,689",1957,1,"3,588",46,"6,508,587.9","10,504,232.2",,,,91.6,157.5,90.5,156.4,"1,640.7",8.8,41.98818241,-87.7006023,"(41.98818241, -87.7006023)"
2016,113598,Astor Tower CA,Submitted,1300 N Astor Street,60610,,,NEAR NORTH SIDE,Multifamily Housing,"88,613",1962,1,,19,"2,877,534.1","5,297,648.5",,,,92.3,164.7,97.4,166.8,811.8,9.2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,109576,7200 Ridge Condominium Association,Submitted,7200 N. Ridge Blvd,60645,4.0,false,WEST RIDGE,Multifamily Housing,"62,100",1966,1,"1,639",98,"733,208.1","1,942,936.2",,,,43.1,65.9,41.7,63.4,225.2,3.6,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2018,175447,Ford City Office,Exempt,7601 S KOSTNER AVE,60652,,true,WEST LAWN,,"65,270",,1,,,,,,,,,,,,,,41.75452936,-87.7319073,"(41.75452936, -87.7319073)"
2017,251900,ScammonJonat-CPS,Submitted,4201 W HENDERSON ST,60641,,,IRVING PARK,K-12 School,"85,474",1926,1,,85,"1,939,686","1,429,997",,,,39.4,88.8,42.7,93.7,434.6,5.1,41.94126828,-87.73387796,"(41.94126828, -87.73387796)"
2016,251582,Fuller-CPS,Submitted,4214 S Saint Lawrence Ave,60653,,,GRAND BOULEVARD,K-12 School,"91,800",1968,1,,78,"1,598,972","3,321,680.3",,,,53.6,92.7,59.2,98.6,471.2,5.1,41.8180688,-87.61228957,"(41.8180688, -87.61228957)"
2017,134982,616 Fulton Lofts Condominium Association,Submitted,616 W. Fulton St.,60661,,,NEAR WEST SIDE,Multifamily Housing,"204,687",1997,1,,100,"2,869,178","5,136,669",,,,39.1,70.4,42.2,74.9,803.3,3.9,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
2016,113569,Ritchie Tower Condominium,Submitted,1310 N. Ritchie Court,60610,,,NEAR NORTH SIDE,Multifamily Housing,"181,680",1963,1,,37,"4,746,286.5","14,030,064.7",,,,103.3,163.1,112.5,171,"1,620",8.9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,222150,"The Barry Condominium, Inc.",Submitted,3100 N. Sheridan Rd.,60657,,,LAKE VIEW,Multifamily Housing,"175,279",1924,1,,93,"2,404,221","10,600,529",,,,74.2,106.6,80.5,112.9,"1,007.6",5.7,41.9378917,-87.63990203,"(41.9378917, -87.63990203)"
2016,244758,Americana Towers Condominium,Submitted,1636 N. Wells,60614,,,LINCOLN PARK,Multifamily Housing,"355,628",1972,1,,45,"9,985,746.9","22,488,468.3",,,,91.3,154.6,98.6,162.2,"3,035.1",8.5,41.91227364,-87.63549211,"(41.91227364, -87.63549211)"
2016,101968,30 N. Michigan Ave.,Submitted,30 N. Michigan Ave,60602,,,LOOP,Office,"221,987",1914,1,,52,"14,519,233.7","9,685,420.8",,,,109,251.2,114.7,255.3,"3,190.6",14.4,41.88298879,-87.62497233,"(41.88298879, -87.62497233)"
2014,101738,300 E Randolph,Submitted,300 East Randolph,60601,,,LOOP,Office,"2,218,838",2010,1,,77,"124,794,002","2,559,937",,"61,058,975","36,570",85,205,84,203,"28,430",12.81,41.88484639,-87.61989893,"(41.88484639, -87.61989893)"
2015,101733,Two North Riverside Plaza,Submitted,2 North Riverside Plaza,60606,,,NEAR WEST SIDE,Office,"741,315",1929,1,,74,"37,747,365","27,996,476",,,,88.7,199.5,92.2,204.5,"9,071",12.2,41.882536790000003,-87.639186870000003,"(41.88253679, -87.63918687)"
2018,172065,CICERO ANNEX,Submitted,8101-8159 S. CICERO AVE,60652,4.0,false,ASHBURN,Strip Mall,"66,423",1950,1,"1,990",,"697,664.6","1,773,640.3",,,,37.2,57.4,35.7,55.8,210.3,3.2,41.74475997,-87.74025403,"(41.74475997, -87.74025403)"
2017,244809,Malibu Condominium,Submitted,6007 N. Sheridan Rd.,60660,,,EDGEWATER,Multifamily Housing,"510,600",1969,1,,80,"18,612,344",,,,,36.5,114.5,39.3,123.3,"3,441.3",6.7,41.99123658,-87.65463114,"(41.99123658, -87.65463114)"
2018,251673,Manuel Perez Elementary -CPS,Exempt,1241 W 19th St,60608,,true,LOWER WEST SIDE,,"122,958",,1,490,,,,,,,,,,,,,41.85568131,-87.65816971,"(41.85568131, -87.65816971)"
